cadeia,latitude,longitude,referencia_cadastral,uso_cadastral,area_edificio_m2,contexto,status_volta,motivo,fonte_area
Lidl,40.14947,-3.82623,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,40.2405,-3.69224,1043001VK4515S,4_2_retail,21561.0,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Lidl,36.53502,-4.63366,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.84877,-2.46168,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.66312,-4.75029,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.55283,-4.62805,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.60181,-4.54962,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,37.17469,-1.82571,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,37.02406,-4.57057,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.8113,-2.58422,7142908WF3774S,4_2_retail,2768.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Lidl,38.01813,-3.38239,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.73603,-3.68676,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.75812,-2.80472,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.14732,-5.45472,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.70699,-4.47134,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.29231,-5.30451,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,37.78949,-3.77214,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.71979,-4.42916,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.63163,-4.49962,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.1114,-5.45327,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,37.14279,-3.61478,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,38.09541,-3.62956,4968615VH4146N,4_2_retail,2842.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Lidl,36.71309,-4.43974,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.72408,-4.48411,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.47891,-4.99527,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.58146,-4.54264,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.68662,-4.45636,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,37.19792,-3.61135,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,37.22619,-3.64902,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.74196,-3.50919,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.6603,-4.49894,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,37.19154,-3.78174,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.97351,-3.55727,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,37.12979,-3.58254,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.69663,-4.45016,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.65497,-4.58502,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,37.77379,-3.76765,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.5314,-6.18391,2166202QA5426N,4_2_retail,2305.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Lidl,36.69761,-6.11525,8055010QA5685E,4_2_retail,1474.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Lidl,37.29123,-5.91854,1313501TG4311S,4_2_retail,2433.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Lidl,37.53266,-5.08169,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,37.28312,-5.92814,,,,Erro de consulta,Verificar,Consulta a repetir: TimeoutError,Catastro INSPIRE BU
Lidl,36.60016,-6.2444,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,37.40318,-5.96947,7137901TG3473N,4_2_retail,2584.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Lidl,38.43055,-6.41476,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,37.37559,-5.91173,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,37.34965,-6.05684,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,37.89524,-4.80588,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,38.86394,-6.97298,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,37.40582,-5.95591,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.69697,-6.15004,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,38.68233,-6.39836,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,37.43145,-5.96873,7369901TG3476N,4_2_retail,2163.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Lidl,37.47941,-5.9595,8225304TG3582N,4_2_retail,68.4,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Lidl,37.87761,-4.83399,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,36.47613,-6.20025,0905602QA5400N,4_2_retail,2021.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Lidl,37.31184,-5.94045,9636403TG3393N,4_2_retail,2304.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Lidl,38.90624,-6.36831,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,37.13069,-5.45247,2323031TG8122S,4_2_retail,2943.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Lidl,43.50759,-8.21444,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,42.61218,-5.58402,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,43.52208,-8.18703,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,42.43402,-8.80923,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,28.71182,-13.87056,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,28.88108,-13.83367,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,28.3802,-16.68759,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,28.00054,-15.41675,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,28.11799,-16.73812,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,28.4217,-16.31916,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,28.97189,-13.5642,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Lidl,28.9878,-13.51539,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Mercadona,43.5434233,-5.7051418,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Mercadona,41.5910011,-0.9442328,1466001XM7016N,4_2_retail,2979.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,37.9700986,-1.225499,5941401XH5054B,4_2_retail,2904.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,40.1929245,-3.8043545,1697902VK3419N,4_2_retail,2664.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,41.9669332,2.807177,4062501DG8446C,4_2_retail,2689.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,41.9825539,2.8111065,4480901DG8448A,4_2_retail,2780.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,38.020042,-1.1380259,3598401XH6039N,4_2_retail,2864.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,41.856685,2.6748542,3140106DG7334S,4_2_retail,2669.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,41.622727,-0.9371521,1901601XM7110B,4_2_retail,3049.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,43.5407899,-7.0630713,27051A03200444,4_2_retail,4187.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,39.592806,-0.302633,1762902YJ3816S,4_2_retail,680.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,38.001855,-0.6575922,5787906YH0058N,4_2_retail,2585.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,38.0685872,-0.7339225,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Mercadona,38.0184527,-0.7020298,1706716YH0110N,4_2_retail,2141.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,40.4671082,-3.8763584,5801301VK2850S,4_2_retail,2335.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,38.3689899,-0.4426191,3500803YH2530B,4_2_retail,2166.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,38.355649,-0.4783817,,,,Erro de consulta,Verificar,Consulta a repetir: TimeoutError,Catastro INSPIRE BU
Mercadona,43.3889863,-5.818866,1779504TP7018S,4_2_retail,2850.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,28.4532495,-16.2973428,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Mercadona,36.9892476,-5.9384194,,,,Erro de consulta,Verificar,Consulta a repetir: TimeoutError,Catastro INSPIRE BU
Mercadona,37.9314861,-0.7261228,9908901XH9090N,4_2_retail,12723.7,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Mercadona,40.4643116,-3.4458325,2397914VK6729N,4_2_retail,1646.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,39.4881479,-6.3675772,6545703QD2764F,4_2_retail,2774.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,38.843434,0.1035299,8836628BD4083S,4_2_retail,2721.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,40.4121046,0.4271597,1869108BE8716N,4_2_retail,4015.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,39.5381289,2.4387998,1771004DD5717S,4_2_retail,1666.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,42.3349579,-3.7121181,1474801VM4817S,4_2_retail,3132.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,41.6415593,-4.7643154,3116802UM5131E,4_2_retail,1230.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,38.7832516,0.1803927,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Mercadona,40.9762571,-5.6480149,7397717TL7379E,4_2_retail,862.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,40.9713905,-5.6345669,8491101TL7389A,4_2_retail,2751.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,38.3944783,-0.5190566,6827009YH1562N,1_residential,1936.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,39.528817,2.5451465,1158006DD6715N,4_2_retail,6002.6,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Mercadona,40.3442008,-3.6945375,1165808VK4616C,4_2_retail,3558.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,37.2853219,-7.1463503,4483601PB6248S,4_2_retail,2345.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,38.3665778,-0.4189696,5699705YH2459H,4_2_retail,2287.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,39.512068,2.753836,8638080DD7783H,4_2_retail,1679.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,40.2377951,-3.7579845,5646801VK3554N,4_2_retail,2006.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,40.2365693,-3.7520837,5945708VK3554N,4_2_retail,2963.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,42.7864783,-8.8904014,9173207NH0397S,4_2_retail,2185.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Mercadona,43.1810602,-2.4850224,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Mercadona,39.1628121,-0.2552581,,,,Erro de consulta,Verificar,Consulta a repetir: TimeoutError,Catastro INSPIRE BU
Mercadona,28.4291015,-16.3045615,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Mercadona,39.5890956,2.6224107,7724706DD6872D,4_2_retail,1923.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
