cadeia,latitude,longitude,referencia_cadastral,uso_cadastral,area_edificio_m2,contexto,status_volta,motivo,fonte_area
Alcampo,40.480352,-3.7068876,ES.SDGC.BU.0014901VK3891D,4_2_retail,59937.4,Centro comercial,Centro comercial,Edifício comercial de grande dimensão ou complexo multioperador,Catastro INSPIRE BU
Alcampo,41.9669832,2.7810003,2062301DG8426C,4_1_office,26896.0,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,28.4635752,-16.3065039,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,40.3931896,-3.654694,4518801VK4741H,1_residential,13577.4,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,42.2152257,-8.7013419,4838301NG2743N,1_residential,14824.3,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,37.3700494,-5.9663333,7403001TG3470S,4_2_retail,21957.7,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,42.4360682,0.0842891,0525125BH6002N,4_2_retail,1019.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,43.2699384,-1.9707704,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,43.3172927,-1.9150265,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,40.9498449,-5.6607694,6167201TL7366G,4_2_retail,1114.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.6435986,-4.6995629,6407302UL5060N,4_2_retail,11217.2,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,36.7415191,-3.5295558,2967801VF5626F,1_residential,13690.3,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,40.9616908,-5.6497898,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,42.5180493,-7.5050109,3186007PH2038N,4_2_retail,1605.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,37.3912366,-5.9124558,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,43.5107704,-5.6936697,2413001TP8215S,,20096.9,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,42.1661883,-8.6229836,1385002NG3618N,4_2_retail,1073.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.0312992,0.1193896,1675001BG6517F,4_1_office,7383.5,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,42.6616148,-2.0346646,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,28.0109542,-15.3866577,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,41.3525226,-1.6332109,4490901XL1749S,,9801.9,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,41.6785798,-3.6856675,3045101VM4134N,4_2_retail,1159.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,43.2989808,-2.9996223,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,39.4710457,-0.4906347,6223002YJ1762S,4_2_retail,74172.2,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,43.3314888,-8.3711627,1180101NH5918S,4_2_retail,999.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,43.367012,-1.7953704,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,41.6592905,-0.8618881,8144212XM7184C,4_2_retail,2342.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.4110395,-3.6967784,0937503VK4703H,1_residential,411.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.6894408,-8.4751874,3066922NH4236N,4_2_retail,1189.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,43.0768201,-2.3272822,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,43.3537953,-2.8389831,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,40.3340293,-1.0882312,2567101XK6626G,4_1_office,6836.0,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,42.4564109,-2.4765327,3007407WN4030N,4_2_retail,2000.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,38.7791195,-3.3886544,6225601VH6962N,,5424.3,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,38.088369,-3.6466809,3461104VH4136S,,13726.4,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,41.7882851,-1.21778,8179401XM4288A,4_2_retail,782.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,43.5159202,-8.1707116,7287008NJ6178N,4_2_retail,986.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,43.542357,-6.1010782,4253605QJ3245S,4_2_retail,948.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.5661097,-2.8674193,1028026WN1102N,4_2_retail,2624.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.320374,-3.7848692,3438201VK3633N,4_2_retail,785.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.2636289,-8.7647255,001014600NG17H,4_2_retail,1125.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6613584,-0.8996528,5045203XM7154E,1_residential,4852.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,43.4694782,-8.180107,6434935NJ6163N,4_2_retail,1988.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6579696,-0.891647,5641202XM7154B,1_residential,5059.6,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,39.9066524,-4.0167768,3279102VK1137G,4_1_office,21533.8,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,42.0531269,-1.5986641,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,41.6374519,-0.8743043,7219825XM7171G,1_residential,198.3,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,40.6708646,-0.7043765,4249701XL9044N,3_industrial,463.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,43.3262474,-2.6782099,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,40.1936139,-3.6825978,2197602VK4429N,1_residential,1476.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,43.4553362,-3.8525884,1219015VP3111G,3_industrial,1246.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.1454576,1.0976676,0468304CF4506G,4_2_retail,4479.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6573754,-4.7387384,5234801UM5153C,1_residential,787.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.4426946,-2.450627,5292202WN4049S,4_2_retail,1990.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.1283989,-1.1259571,4959101XM5645H,4_2_retail,3408.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6587061,-3.6940091,2323401VM4122S,4_2_retail,926.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.5041255,-3.7030859,0441702VK4084A,1_residential,3730.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,43.2221167,-8.6857887,5657205NH2855N,4_2_retail,1121.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.4130949,-8.8134374,36051A04700711,4_2_retail,831.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.8047343,-3.9442407,2997002VN2329N,3_industrial,486.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.3152831,-7.862989,3855202NG9835N,4_2_retail,950.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.3864387,-5.7579233,6044603TK6764S,4_2_retail,2015.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,43.2779461,-1.9536563,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,40.4363748,-3.6189269,7665301VK4776F,4_2_retail,746.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.4899093,-3.37491,8324801VK6882S,4_2_retail,1493.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.7016957,-1.0030998,6389001XM6168N,1_residential,65088.3,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,42.8392126,-2.6666577,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,43.4206323,-4.7568287,7991436UP5079S,1_residential,418.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.853302,-2.6807921,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,42.4513998,-2.4685526,3803201WN4030S,4_2_retail,39740.8,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,42.349529,-3.6947534,2891404VM4829S,1_residential,368.8,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,42.4655713,-2.4583863,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,40.5017421,-3.3324291,1837701VK7813N,1_residential,40124.5,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,41.7676299,-1.1179454,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,40.5205808,-3.935008,1064814VK2816S,4_2_retail,2574.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.53452,-3.6370272,6075701VK4867N,1_residential,18837.1,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,41.2218982,1.7358133,4243005CF9644S,4_2_retail,7577.6,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,43.42514,-4.0407643,5786524VP1058N,4_1_office,283.4,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,40.819227,0.5145099,0418601BF9201N,,5064.9,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,42.3378475,-3.6945419,2978506VM4827N,1_residential,531.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,43.3669783,-1.7954051,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,42.3380131,-3.700566,2477101VM4827N,4_2_retail,1363.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.3774406,2.0987563,4712101DF2841S,4_1_office,17840.7,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,42.3474951,-3.6954634,2988011VM4828N,1_residential,397.4,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,42.5951532,-8.7556477,0061918NH2106S,4_2_retail,7867.9,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,41.763068,-2.4705545,4138806WM4243N,1_residential,2371.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6883152,-0.8746641,7075301XM7167E,1_residential,5719.5,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,42.349954,-3.6846802,3791001VM4839S,1_residential,1015.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.5483564,-6.5901317,8036415PH9183N,1_residential,1157.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.3373722,-3.6973048,2677013VM4827N,4_2_retail,1180.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,39.6164164,2.7056132,4651816DD7845S,1_residential,39847.0,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,40.2953705,-3.746409,6711701VK3661S,4_2_retail,25944.9,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,42.350268,-3.6652564,5391005VM4859S,1_residential,1186.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.3509919,-3.6656467,5391015VM4859S,1_residential,630.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.3490874,-3.8089186,1470101VK3617S,1_residential,3597.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,38.0328079,-1.1494334,2511101XH6121S,4_2_retail,50373.8,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,40.412224,-3.6605413,4038401VK4743G,1_residential,16245.3,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,41.6672774,-0.8271474,0953812XM8105D,1_residential,1049.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.4463281,-3.6673818,3576302VK4737E,4_2_retail,865.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.5142573,-0.6354601,7487001XL9978N,4_2_retail,1463.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.5109016,-3.6897557,1648902VK4184G,4_2_retail,8055.1,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,41.6423491,-0.8868772,6023502XM7162C,1_residential,601.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,28.0527138,-16.7155,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,39.5064457,-0.3234948,0264101YJ3706S,4_1_office,19908.4,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,40.4751732,-3.4820823,9408101VK5890N,4_2_retail,210308.4,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,42.8823065,-8.5270539,8681701NH3488B,1_residential,34947.1,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,40.4596891,-3.6961918,1091401VK4719A,1_residential,1310.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.3375916,-3.6970164,2677010VM4827N,1_residential,353.9,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,42.3439447,-3.6922647,3084004VM4838S,1_residential,545.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.4588528,-6.0578603,1951305QH4015S,1_residential,438.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.9413138,-7.4593996,32086A00700171,4_2_retail,1102.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.0505487,-0.1561803,9386001YL3498N,4_2_retail,4206.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.3302724,-3.8293588,9649202VK2694N,4_1_office,6316.4,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,42.6870208,-2.9492557,4363635WN0246S,4_2_retail,1541.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.2965137,-3.801264,2111001VK3621S,4_2_retail,4432.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.3548539,-3.664699,5396009VM4859N,1_residential,399.9,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,40.3462756,-3.854815,7567901VK2676N,3_industrial,23654.3,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,43.3860618,-6.074728,7081403QJ3078S,3_industrial,2013.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,43.1257654,-2.4226438,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,42.4633629,-2.438935,6215210WN4061N,1_residential,657.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.4288884,-8.0651909,7080801NG7978S,4_2_retail,1118.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.3990274,-3.7028284,0524317VK4702D,1_residential,117.3,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,40.3037677,-3.8317074,9419401VK2691N,4_2_retail,50249.8,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,40.5413419,-3.462615,10815A1VK6818S,4_2_retail,1839.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6666297,-3.6883371,2733319VM4123S,1_residential,896.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6713183,-0.8367977,0156617XM8105E,4_2_retail,1098.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6885281,-0.8746932,7075301XM7167E,1_residential,5719.5,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,43.2877605,-5.6294017,6863004TN8966S,1_residential,25435.6,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,36.5222585,-4.8755492,001300900UF34C,4_1_office,54245.8,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,41.6253051,-4.7771362,2098501UM5029N,4_2_retail,737.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.9677321,-5.6670429,5688607TL7358H,1_residential,924.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,43.0553107,-2.1706629,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,42.3556611,-3.6651079,5396027VM4859N,1_residential,1348.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.2496527,-3.8252558,9960611VK3506S,1_residential,3932.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6743558,-3.6857798,3041401VM4134S,1_residential,622.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,39.0087989,-1.878067,7185801WJ9178N,4_2_retail,20490.5,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,40.3403205,-3.7346226,7859002VK3675N,4_2_retail,108021.0,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,40.5681576,-3.9205423,2214201VK2921S,4_2_retail,19825.0,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,40.3196749,-3.8530511,7637515VK2673N,4_2_retail,3618.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.5478719,-6.5833041,8536202PH9183N,1_residential,1145.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6696267,-3.6860949,3035203VM4133N,1_residential,1165.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6704017,-3.6791879,3636716VM4133N,1_residential,229.9,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,42.0088531,-4.5273836,3621623UM7532S,1_residential,306.7,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,42.0192444,-4.5419286,2432401UM7523S,1_residential,677.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.9325446,-3.4876771,0236508VN6503N,1_residential,649.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,43.3200039,-1.834781,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,40.9724541,-5.6603013,6293802TL7369C,1_residential,1256.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.4447796,-3.8092429,1476548VK3717N,4_2_retail,3110.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.9756912,-5.654859,6796901TL7369F,1_residential,2358.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.9756842,-5.6542569,6796901TL7369F,1_residential,2358.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.9720681,-5.6607757,6293804TL7369C,1_residential,804.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6422779,-0.8939874,5524309XM7152C,1_residential,292.4,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,37.4084798,-5.910971,2443602TG4424S,4_2_retail,32002.3,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,41.6415296,-4.7199811,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,40.4156986,-3.6755879,2841323VK4724B,1_residential,2036.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,43.4644009,-3.8016757,5329110VP3152G,1_residential,625.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,43.3614655,-5.8569676,8752016TP6085S,1_residential,1972.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6402002,-0.8881842,5921605XM7152B,1_residential,607.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,36.8540483,-2.4475385,9390701WF4799S,4_1_office,35365.6,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,40.3952352,-3.6976312,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,42.3510987,-3.6704867,4892005VM4849S,1_residential,2878.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
